,File,SoftwareVersion,AnalogFirmware,HousekeepingFirmware,sampleNumber,sampleType,triggerCount,roiCount,humidity,temperature,runTime,inhibitTime,ageOfFix,gpsLatitude,gpsLongitude,ADCFileFormat,DAQ_MCCserialPort_DAC_MCConly,auxPower1,autoStart,InteractiveAutoStart,autoShutdown,HumidityAlarmThreshold(%),ValveHumidityHysteresis_DAC_MCConly,FanTemperatureThreshold_DAC_MCConly,FanTemperatureHysteresis_DAC_MCConly,valveDelay,FlashlampControlVoltage,HKTRIGGERtoFlashlampDelayTime_x434ns_DAC_MCConly,FlashlampPulseLength_x434ns_DAC_MCConly,CameraPulseLength_x434ns_DAC_MCConly,cameraGain,binarizeThreshold,minimumBlobArea,blobXgrowAmount,blobYgrowAmount,minimumGapBewtweenAdjacentBlobs,laserState,runningCamera,pump1State,pump2State,stirrer,viewImages,viewRoisOnly,sendTriggerContent,triggerContinuous,continuousTriggerRate,fill3newSheathState,PMTAtriggerThreshold_DAQ_MCConly,PMTBtriggerThreshold_DAQ_MCConly,PMTCtriggerThreshold_DAQ_MCConly,PMTDtriggerThreshold_DAQ_MCConly,ADCdataRateDAQ_MCConly,integratorSettleTime,PMTtriggerSelection_DAQ_MCConly,altPMTtriggerSelection_DAQ_MCConly,ADCPGA_DAQ_MCConly,triggerAckTimeout_x34720ns_DAQ_MCConly,TimeoutForFirstFrame,pulseStretchTime_x2170ns_DAQ_MCConly,maximumPulseLength_x2170ns_DAQ_MCConly,hasCamera,liveEnvironment,flash,PMTAhighVoltage,PMTBhighVoltage,intervalBetweenAlternateHardwareSettings,Alt_FlashlampControlVoltage,pumpDriveVoltage,altPMTAHighVoltage,altPMTBHighVoltage,altPMTATriggerThreshold_DAQ_MCConly,altPMTBTriggerThreshold_DAQ_MCConly,viewTriggers,viewGraphs,viewActivity,viewFPS,KloehnPort,syringeSamplingSpeed,syringeOffset,NumberSyringesToAutoRun,SyringeSampleVolume,altSyringeSampleVolume,sampleVolume2skip,syringeSize,primeVolume,flushVolume,BleachVolume,BiocideVolume,stepsToFullSyringe,debubbleWithSample,RefillAfterDebubble,primeSampleTube,backflushWithSample,runBeads,runSampleFast,BeadsSampleVolume,NumberSyringesBetweenBeadsRun,NumberSyringesBetweenCleaningRun,RunFastFactor,viewSyringe,viewValve,focusMotorSmallStep_ms,focusMotorLargeStep_ms,laserMotorSmallStep_ms,laserMotorLargeStep_ms,debubbleConeVolume,debubbleNeedleVolume,debubbleRefillVolume,debubbleLeftVolume,BleachRinseCount,BleachRinseVolume,BleachToExhaust,SamplingFastSpeed,CounterCleaning,CounterBeads,CounterAlt,imagerID,DataFilePath,rdate,ryear,rmonth,rday,rhour,rmin,rsec
32,D20230311T233737_IFCB134.hdr,2.3.0.0,45,32,33,Normal,562,563,15.602714579995428,20.04682154573893,1200.9534722222222,45.76176215277778,1.0,56.21530067,19.1209573,trigger,/dev/ttyS2,False,False,False,False,75,567,117964,123,781,2.5,70,20,505,6,6,2000,20,1,50,True,True,True,False,False,True,False,False,False,1,False,0.15,0.13,0.12,0.12,240,8,2,3,1,21600,30,21,13823,True,False,True,0.65,0.7,0,2.6,14,0.12,0.12,0.12,0.12,True,True,True,True,/dev/ttyUSB0,20,8586,500,5,5,0,5,1,1,1,1,318354,True,True,True,True,False,False,0.4,0,0,1,True,True,50,200,500,5000,2,3,3.5,0.5,3,1,False,20,137,36,137,134,/mnt/data/ifcbdata,2023-03-11 23:37:37,2023,3,11,23,37,37
33,D20230312T000408_IFCB134.hdr,2.3.0.0,45,32,34,Normal,496,492,15.611622796978727,20.048484779125666,1200.8933333333334,40.36182291666667,0.7,56.14569072,19.04788388,trigger,/dev/ttyS2,False,False,False,False,75,567,117964,123,781,2.5,70,20,505,6,6,2000,20,1,50,True,True,True,False,False,True,False,False,False,1,False,0.15,0.13,0.12,0.12,240,8,2,3,1,21600,30,21,13823,True,False,True,0.65,0.7,0,2.6,14,0.12,0.12,0.12,0.12,True,True,True,True,/dev/ttyUSB0,20,8586,500,5,5,0,5,1,1,1,1,318354,True,True,True,True,False,False,0.4,0,0,1,True,True,50,200,500,5000,2,3,3.5,0.5,3,1,False,20,138,37,138,134,/mnt/data/ifcbdata,2023-03-12 00:04:08,2023,3,12,0,4,8
34,D20230312T003037_IFCB134.hdr,2.3.0.0,45,32,35,Normal,521,516,15.602714579995428,20.153268482490283,1200.840138888889,42.39787326388889,1.2,56.07756897,18.97780987,trigger,/dev/ttyS2,False,False,False,False,75,567,117964,123,781,2.5,70,20,505,6,6,2000,20,1,50,True,True,True,False,False,True,False,False,False,1,False,0.15,0.13,0.12,0.12,240,8,2,3,1,21600,30,21,13823,True,False,True,0.65,0.7,0,2.6,14,0.12,0.12,0.12,0.12,True,True,True,True,/dev/ttyUSB0,20,8586,500,5,5,0,5,1,1,1,1,318354,True,True,True,True,False,False,0.4,0,0,1,True,True,50,200,500,5000,2,3,3.5,0.5,3,1,False,20,139,38,139,134,/mnt/data/ifcbdata,2023-03-12 00:30:37,2023,3,12,0,30,37
35,D20230312T005709_IFCB134.hdr,2.3.0.0,45,32,36,Normal,352,345,15.59974517433433,20.15493171587702,1200.9505555555556,28.55393446180556,0.5,56.00990723,18.90560387,trigger,/dev/ttyS2,False,False,False,False,75,567,117964,123,781,2.5,70,20,505,6,6,2000,20,1,50,True,True,True,False,False,True,False,False,False,1,False,0.15,0.13,0.12,0.12,240,8,2,3,1,21600,30,21,13823,True,False,True,0.65,0.7,0,2.6,14,0.12,0.12,0.12,0.12,True,True,True,True,/dev/ttyUSB0,20,8586,500,5,5,0,5,1,1,1,1,318354,True,True,True,True,False,False,0.4,0,0,1,True,True,50,200,500,5000,2,3,3.5,0.5,3,1,False,20,140,39,140,134,/mnt/data/ifcbdata,2023-03-12 00:57:09,2023,3,12,0,57,9
36,D20230312T012340_IFCB134.hdr,2.3.0.0,45,32,37,Normal,471,470,15.602714579995428,20.153268482490283,1200.8608333333334,38.26153645833333,0.6,55.94387297,18.83594745,trigger,/dev/ttyS2,False,False,False,False,75,567,117964,123,781,2.5,70,20,505,6,6,2000,20,1,50,True,True,True,False,False,True,False,False,False,1,False,0.15,0.13,0.12,0.12,240,8,2,3,1,21600,30,21,13823,True,False,True,0.65,0.7,0,2.6,14,0.12,0.12,0.12,0.12,True,True,True,True,/dev/ttyUSB0,20,8586,500,5,5,0,5,1,1,1,1,318354,True,True,True,True,False,False,0.4,0,0,1,True,True,50,200,500,5000,2,3,3.5,0.5,3,1,False,20,141,40,141,134,/mnt/data/ifcbdata,2023-03-12 01:23:40,2023,3,12,1,23,40
37,D20230312T015010_IFCB134.hdr,2.3.0.0,45,32,38,Normal,510,504,15.59974517433433,20.15493171587702,1200.974861111111,41.47702690972222,0.1,55.87944237,18.76434065,trigger,/dev/ttyS2,False,False,False,False,75,567,117964,123,781,2.5,70,20,505,6,6,2000,20,1,50,True,True,True,False,False,True,False,False,False,1,False,0.15,0.13,0.12,0.12,240,8,2,3,1,21600,30,21,13823,True,False,True,0.65,0.7,0,2.6,14,0.12,0.12,0.12,0.12,True,True,True,True,/dev/ttyUSB0,20,8586,500,5,5,0,5,1,1,1,1,318354,True,True,True,True,False,False,0.4,0,0,1,True,True,50,200,500,5000,2,3,3.5,0.5,3,1,False,20,142,41,142,134,/mnt/data/ifcbdata,2023-03-12 01:50:10,2023,3,12,1,50,10
38,D20230312T021641_IFCB134.hdr,2.3.0.0,45,32,39,Normal,421,420,15.59677576867324,20.15493171587702,1200.8648611111112,34.1933203125,0.5,55.81423855,18.69507438,trigger,/dev/ttyS2,False,False,False,False,75,567,117964,123,781,2.5,70,20,505,6,6,2000,20,1,50,True,True,True,False,False,True,False,False,False,1,False,0.15,0.13,0.12,0.12,240,8,2,3,1,21600,30,21,13823,True,False,True,0.65,0.7,0,2.6,14,0.12,0.12,0.12,0.12,True,True,True,True,/dev/ttyUSB0,20,8586,500,5,5,0,5,1,1,1,1,318354,True,True,True,True,False,False,0.4,0,0,1,True,True,50,200,500,5000,2,3,3.5,0.5,3,1,False,20,143,42,143,134,/mnt/data/ifcbdata,2023-03-12 02:16:41,2023,3,12,2,16,41
39,D20230312T024310_IFCB134.hdr,2.3.0.0,45,32,40,Normal,400,401,15.602714579995428,20.15493171587702,1200.857083333333,32.45696397569444,0.3,55.7508302,18.62588147,trigger,/dev/ttyS2,False,False,False,False,75,567,117964,123,781,2.5,70,20,505,6,6,2000,20,1,50,True,True,True,False,False,True,False,False,False,1,False,0.15,0.13,0.12,0.12,240,8,2,3,1,21600,30,21,13823,True,False,True,0.65,0.7,0,2.6,14,0.12,0.12,0.12,0.12,True,True,True,True,/dev/ttyUSB0,20,8586,500,5,5,0,5,1,1,1,1,318354,True,True,True,True,False,False,0.4,0,0,1,True,True,50,200,500,5000,2,3,3.5,0.5,3,1,False,20,144,43,144,134,/mnt/data/ifcbdata,2023-03-12 02:43:10,2023,3,12,2,43,10
40,D20230312T030940_IFCB134.hdr,2.3.0.0,45,32,41,Normal,418,419,15.602714579995428,20.15493171587702,1200.857083333333,33.926540798611114,0.7,55.68378672,18.56630303,trigger,/dev/ttyS2,False,False,False,False,75,567,117964,123,781,2.5,70,20,505,6,6,2000,20,1,50,True,True,True,False,False,True,False,False,False,1,False,0.15,0.13,0.12,0.12,240,8,2,3,1,21600,30,21,13823,True,False,True,0.65,0.7,0,2.6,14,0.12,0.12,0.12,0.12,True,True,True,True,/dev/ttyUSB0,20,8586,500,5,5,0,5,1,1,1,1,318354,True,True,True,True,False,False,0.4,0,0,1,True,True,50,200,500,5000,2,3,3.5,0.5,3,1,False,20,145,44,145,134,/mnt/data/ifcbdata,2023-03-12 03:09:40,2023,3,12,3,9,40
41,D20230312T033611_IFCB134.hdr,2.3.0.0,45,32,42,Normal,379,380,15.593806363012142,20.153268482490283,1200.9130555555555,30.80878472222222,1.2,55.61616845,18.50916263,trigger,/dev/ttyS2,False,False,False,False,75,567,117964,123,781,2.5,70,20,505,6,6,2000,20,1,50,True,True,True,False,False,True,False,False,False,1,False,0.15,0.13,0.12,0.12,240,8,2,3,1,21600,30,21,13823,True,False,True,0.65,0.7,0,2.6,14,0.12,0.12,0.12,0.12,True,True,True,True,/dev/ttyUSB0,20,8586,500,5,5,0,5,1,1,1,1,318354,True,True,True,True,False,False,0.4,0,0,1,True,True,50,200,500,5000,2,3,3.5,0.5,3,1,False,20,146,45,146,134,/mnt/data/ifcbdata,2023-03-12 03:36:11,2023,3,12,3,36,11
42,D20230312T040242_IFCB134.hdr,2.3.0.0,45,32,43,Normal,415,412,15.433458457312897,20.153268482490283,1200.9176388888889,33.708919270833334,0.7,55.55863202,18.43633465,trigger,/dev/ttyS2,False,False,False,False,75,567,117964,123,781,2.5,70,20,505,6,6,2000,20,1,50,True,True,True,False,False,True,False,False,False,1,False,0.15,0.13,0.12,0.12,240,8,2,3,1,21600,30,21,13823,True,False,True,0.65,0.7,0,2.6,14,0.12,0.12,0.12,0.12,True,True,True,True,/dev/ttyUSB0,20,8586,500,5,5,0,5,1,1,1,1,318354,True,True,True,True,False,False,0.4,0,0,1,True,True,50,200,500,5000,2,3,3.5,0.5,3,1,False,20,147,46,147,134,/mnt/data/ifcbdata,2023-03-12 04:02:42,2023,3,12,4,2,42
43,D20230312T133116_IFCB134.hdr,2.3.0.0,45,32,1,Normal,1015,1015,15.439397268635098,21.64352559700924,1200.9065277777777,82.95368055555555,0.5,55.20496033,16.63672377,trigger,/dev/ttyS2,False,False,False,False,75,567,117964,123,781,2.5,70,20,505,6,6,2000,20,1,50,True,True,True,False,False,True,False,False,False,1,False,0.15,0.13,0.12,0.12,240,8,2,3,1,21600,30,21,13823,True,False,True,0.65,0.7,0,2.6,14,0.12,0.12,0.12,0.12,True,True,True,True,/dev/ttyUSB0,20,8586,500,5,5,0,5,1,1,1,1,318354,True,True,True,True,False,False,0.4,0,0,1,True,True,50,200,500,5000,2,3,3.5,0.5,3,1,False,20,165,64,165,134,/mnt/data/ifcbdata,2023-03-12 13:31:16,2023,3,12,13,31,16
44,D20230312T135748_IFCB134.hdr,2.3.0.0,45,32,2,Normal,922,920,15.602714579995428,21.537078660257883,1200.8838888888888,75.23013888888889,1.2,55.28415218,16.59832397,trigger,/dev/ttyS2,False,False,False,False,75,567,117964,123,781,2.5,70,20,505,6,6,2000,20,1,50,True,True,True,False,False,True,False,False,False,1,False,0.15,0.13,0.12,0.12,240,8,2,3,1,21600,30,21,13823,True,False,True,0.65,0.7,0,2.6,14,0.12,0.12,0.12,0.12,True,True,True,True,/dev/ttyUSB0,20,8586,500,5,5,0,5,1,1,1,1,318354,True,True,True,True,False,False,0.4,0,0,1,True,True,50,200,500,5000,2,3,3.5,0.5,3,1,False,20,166,65,166,134,/mnt/data/ifcbdata,2023-03-12 13:57:48,2023,3,12,13,57,48
45,D20230312T142419_IFCB134.hdr,2.3.0.0,45,32,3,Normal,1116,1117,15.59974517433433,21.43063172350653,1200.9652777777778,91.17739583333334,0.8,55.3645087,16.55591323,trigger,/dev/ttyS2,False,False,False,False,75,567,117964,123,781,2.5,70,20,505,6,6,2000,20,1,50,True,True,True,False,False,True,False,False,False,1,False,0.15,0.13,0.12,0.12,240,8,2,3,1,21600,30,21,13823,True,False,True,0.65,0.7,0,2.6,14,0.12,0.12,0.12,0.12,True,True,True,True,/dev/ttyUSB0,20,8586,500,5,5,0,5,1,1,1,1,318354,True,True,True,True,False,False,0.4,0,0,1,True,True,50,200,500,5000,2,3,3.5,0.5,3,1,False,20,167,66,167,134,/mnt/data/ifcbdata,2023-03-12 14:24:19,2023,3,12,14,24,19
46,D20230312T145050_IFCB134.hdr,2.3.0.0,45,32,4,Normal,1306,1303,15.59974517433433,21.324184786755172,1200.8720833333334,107.46831597222224,0.2,55.37378165,16.47232593,trigger,/dev/ttyS2,False,False,False,False,75,567,117964,123,781,2.5,70,20,505,6,6,2000,20,1,50,True,True,True,False,False,True,False,False,False,1,False,0.15,0.13,0.12,0.12,240,8,2,3,1,21600,30,21,13823,True,False,True,0.65,0.7,0,2.6,14,0.12,0.12,0.12,0.12,True,True,True,True,/dev/ttyUSB0,20,8586,500,5,5,0,5,1,1,1,1,318354,True,True,True,True,False,False,0.4,0,0,1,True,True,50,200,500,5000,2,3,3.5,0.5,3,1,False,20,168,67,168,134,/mnt/data/ifcbdata,2023-03-12 14:50:50,2023,3,12,14,50,50
47,D20230312T151721_IFCB134.hdr,2.3.0.0,45,32,5,Normal,1421,1428,15.59974517433433,21.21773785000382,1200.862361111111,116.93309895833332,0.6,55.34382633,16.55008295,trigger,/dev/ttyS2,False,False,False,False,75,567,117964,123,781,2.5,70,20,505,6,6,2000,20,1,50,True,True,True,False,False,True,False,False,False,1,False,0.15,0.13,0.12,0.12,240,8,2,3,1,21600,30,21,13823,True,False,True,0.65,0.7,0,2.6,14,0.12,0.12,0.12,0.12,True,True,True,True,/dev/ttyUSB0,20,8586,500,5,5,0,5,1,1,1,1,318354,True,True,True,True,False,False,0.4,0,0,1,True,True,50,200,500,5000,2,3,3.5,0.5,3,1,False,20,169,68,169,134,/mnt/data/ifcbdata,2023-03-12 15:17:21,2023,3,12,15,17,21
48,D20230312T154351_IFCB134.hdr,2.3.0.0,45,32,6,Normal,1269,1269,15.602714579995428,21.111290913252468,1200.884027777778,103.80651041666668,1.2,55.35208072,16.54311968,trigger,/dev/ttyS2,False,False,False,False,75,567,117964,123,781,2.5,70,20,505,6,6,2000,20,1,50,True,True,True,False,False,True,False,False,False,1,False,0.15,0.13,0.12,0.12,240,8,2,3,1,21600,30,21,13823,True,False,True,0.65,0.7,0,2.6,14,0.12,0.12,0.12,0.12,True,True,True,True,/dev/ttyUSB0,20,8586,500,5,5,0,5,1,1,1,1,318354,True,True,True,True,False,False,0.4,0,0,1,True,True,50,200,500,5000,2,3,3.5,0.5,3,1,False,20,170,69,170,134,/mnt/data/ifcbdata,2023-03-12 15:43:51,2023,3,12,15,43,51
49,D20230312T161021_IFCB134.hdr,2.3.0.0,45,32,7,Normal,1737,1741,15.602714579995428,21.004843976501117,1200.9027777777778,142.93776041666666,1.6,55.33012872,16.41206828,trigger,/dev/ttyS2,False,False,False,False,75,567,117964,123,781,2.5,70,20,505,6,6,2000,20,1,50,True,True,True,False,False,True,False,False,False,1,False,0.15,0.13,0.12,0.12,240,8,2,3,1,21600,30,21,13823,True,False,True,0.65,0.7,0,2.6,14,0.12,0.12,0.12,0.12,True,True,True,True,/dev/ttyUSB0,20,8586,500,5,5,0,5,1,1,1,1,318354,True,True,True,True,False,False,0.4,0,0,1,True,True,50,200,500,5000,2,3,3.5,0.5,3,1,False,20,171,70,171,134,/mnt/data/ifcbdata,2023-03-12 16:10:21,2023,3,12,16,10,21
50,D20230312T163651_IFCB134.hdr,2.3.0.0,45,32,8,Normal,1009,1003,15.602714579995428,20.900060273136496,1200.9243055555555,82.3146875,0.8,55.30998573,16.27357483,trigger,/dev/ttyS2,False,False,False,False,75,567,117964,123,781,2.5,70,20,505,6,6,2000,20,1,50,True,True,True,False,False,True,False,False,False,1,False,0.15,0.13,0.12,0.12,240,8,2,3,1,21600,30,21,13823,True,False,True,0.65,0.7,0,2.6,14,0.12,0.12,0.12,0.12,True,True,True,True,/dev/ttyUSB0,20,8586,500,5,5,0,5,1,1,1,1,318354,True,True,True,True,False,False,0.4,0,0,1,True,True,50,200,500,5000,2,3,3.5,0.5,3,1,False,20,172,71,172,134,/mnt/data/ifcbdata,2023-03-12 16:36:51,2023,3,12,16,36,51
51,D20230312T170321_IFCB134.hdr,2.3.0.0,45,32,9,Normal,1174,1177,15.602714579995428,20.793613336385143,1201.408472222222,96.648984375,0.2,55.28534827,16.13937928,trigger,/dev/ttyS2,False,False,False,False,75,567,117964,123,781,2.5,70,20,505,6,6,2000,20,1,50,True,True,True,False,False,True,False,False,False,1,False,0.15,0.13,0.12,0.12,240,8,2,3,1,21600,30,21,13823,True,False,True,0.65,0.7,0,2.6,14,0.12,0.12,0.12,0.12,True,True,True,True,/dev/ttyUSB0,20,8586,500,5,5,0,5,1,1,1,1,318354,True,True,True,True,False,False,0.4,0,0,1,True,True,50,200,500,5000,2,3,3.5,0.5,3,1,False,20,173,72,173,134,/mnt/data/ifcbdata,2023-03-12 17:03:21,2023,3,12,17,3,21
52,D20230312T173610_IFCB134.hdr,2.3.0.0,45,32,1,Normal,1290,1285,15.59974517433433,20.79195010299841,1200.8508333333334,105.41765625,0.2,55.250072,15.98483968,trigger,/dev/ttyS2,False,False,False,False,75,567,117964,123,781,2.5,70,20,505,6,6,2000,20,1,50,True,True,True,False,False,True,False,False,False,1,False,0.15,0.13,0.12,0.12,240,8,2,3,1,21600,30,21,13823,True,False,True,0.65,0.7,0,2.6,14,0.12,0.12,0.12,0.12,True,True,True,True,/dev/ttyUSB0,20,8586,500,5,5,0,5,1,1,1,1,318354,True,True,True,True,False,False,0.4,0,0,1,True,True,50,200,500,5000,2,3,3.5,0.5,3,1,False,20,174,73,174,134,/mnt/data/ifcbdata,2023-03-12 17:36:10,2023,3,12,17,36,10
53,D20230312T180240_IFCB134.hdr,2.3.0.0,45,32,2,Normal,2329,2328,15.617561608300916,20.68550316624705,1200.9227777777778,193.86935763888889,0.7,55.25009422,15.98466008,trigger,/dev/ttyS2,False,False,False,False,75,567,117964,123,781,2.5,70,20,505,6,6,2000,20,1,50,True,True,True,False,False,True,False,False,False,1,False,0.15,0.13,0.12,0.12,240,8,2,3,1,21600,30,21,13823,True,False,True,0.65,0.7,0,2.6,14,0.12,0.12,0.12,0.12,True,True,True,True,/dev/ttyUSB0,20,8586,500,5,5,0,5,1,1,1,1,318354,True,True,True,True,False,False,0.4,0,0,1,True,True,50,200,500,5000,2,3,3.5,0.5,3,1,False,20,175,74,175,134,/mnt/data/ifcbdata,2023-03-12 18:02:40,2023,3,12,18,2,40
54,D20230312T182912_IFCB134.hdr,2.3.0.0,45,32,3,Normal,2111,2107,15.602714579995428,20.580719462882435,1201.5840277777777,173.6826736111111,0.8,55.25008957,15.98466392,trigger,/dev/ttyS2,False,False,False,False,75,567,117964,123,781,2.5,70,20,505,6,6,2000,20,1,50,True,True,True,False,False,True,False,False,False,1,False,0.15,0.13,0.12,0.12,240,8,2,3,1,21600,30,21,13823,True,False,True,0.65,0.7,0,2.6,14,0.12,0.12,0.12,0.12,True,True,True,True,/dev/ttyUSB0,20,8586,500,5,5,0,5,1,1,1,1,318354,True,True,True,True,False,False,0.4,0,0,1,True,True,50,200,500,5000,2,3,3.5,0.5,3,1,False,20,176,75,176,134,/mnt/data/ifcbdata,2023-03-12 18:29:12,2023,3,12,18,29,12
55,D20230312T185542_IFCB134.hdr,2.3.0.0,45,32,4,Normal,1215,1209,15.605683985656531,20.5790562294957,1200.9602777777775,99.89470486111112,0.1,55.25140375,15.98115582,trigger,/dev/ttyS2,False,False,False,False,75,567,117964,123,781,2.5,70,20,505,6,6,2000,20,1,50,True,True,True,False,False,True,False,False,False,1,False,0.15,0.13,0.12,0.12,240,8,2,3,1,21600,30,21,13823,True,False,True,0.65,0.7,0,2.6,14,0.12,0.12,0.12,0.12,True,True,True,True,/dev/ttyUSB0,20,8586,500,5,5,0,5,1,1,1,1,318354,True,True,True,True,False,False,0.4,0,0,1,True,True,50,200,500,5000,2,3,3.5,0.5,3,1,False,20,177,76,177,134,/mnt/data/ifcbdata,2023-03-12 18:55:42,2023,3,12,18,55,42
56,D20230312T192213_IFCB134.hdr,2.3.0.0,45,32,5,Normal,982,977,15.605683985656531,20.47427252613108,1201.1966666666667,80.16375,0.5,55.2807687,15.84908927,trigger,/dev/ttyS2,False,False,False,False,75,567,117964,123,781,2.5,70,20,505,6,6,2000,20,1,50,True,True,True,False,False,True,False,False,False,1,False,0.15,0.13,0.12,0.12,240,8,2,3,1,21600,30,21,13823,True,False,True,0.65,0.7,0,2.6,14,0.12,0.12,0.12,0.12,True,True,True,True,/dev/ttyUSB0,20,8586,500,5,5,0,5,1,1,1,1,318354,True,True,True,True,False,False,0.4,0,0,1,True,True,50,200,500,5000,2,3,3.5,0.5,3,1,False,20,178,77,178,134,/mnt/data/ifcbdata,2023-03-12 19:22:13,2023,3,12,19,22,13
57,D20230312T194843_IFCB134.hdr,2.3.0.0,45,32,6,Normal,1076,1073,15.602714579995428,20.472609292744345,1200.899583333333,87.89999131944444,0.9,55.30913477,15.71307867,trigger,/dev/ttyS2,False,False,False,False,75,567,117964,123,781,2.5,70,20,505,6,6,2000,20,1,50,True,True,True,False,False,True,False,False,False,1,False,0.15,0.13,0.12,0.12,240,8,2,3,1,21600,30,21,13823,True,False,True,0.65,0.7,0,2.6,14,0.12,0.12,0.12,0.12,True,True,True,True,/dev/ttyUSB0,20,8586,500,5,5,0,5,1,1,1,1,318354,True,True,True,True,False,False,0.4,0,0,1,True,True,50,200,500,5000,2,3,3.5,0.5,3,1,False,20,179,78,179,134,/mnt/data/ifcbdata,2023-03-12 19:48:43,2023,3,12,19,48,43
58,D20230312T201513_IFCB134.hdr,2.3.0.0,45,32,7,Normal,1246,1226,15.59677576867324,20.472609292744345,1200.8693055555557,101.84609375,0.6,55.33740497,15.57713753,trigger,/dev/ttyS2,False,False,False,False,75,567,117964,123,781,2.5,70,20,505,6,6,2000,20,1,50,True,True,True,False,False,True,False,False,False,1,False,0.15,0.13,0.12,0.12,240,8,2,3,1,21600,30,21,13823,True,False,True,0.65,0.7,0,2.6,14,0.12,0.12,0.12,0.12,True,True,True,True,/dev/ttyUSB0,20,8586,500,5,5,0,5,1,1,1,1,318354,True,True,True,True,False,False,0.4,0,0,1,True,True,50,200,500,5000,2,3,3.5,0.5,3,1,False,20,180,79,180,134,/mnt/data/ifcbdata,2023-03-12 20:15:13,2023,3,12,20,15,13
59,D20230312T204145_IFCB134.hdr,2.3.0.0,45,32,8,Normal,1705,1701,15.59974517433433,20.472609292744345,1200.831111111111,141.61038194444444,0.7,55.36548107,15.44159802,trigger,/dev/ttyS2,False,False,False,False,75,567,117964,123,781,2.5,70,20,505,6,6,2000,20,1,50,True,True,True,False,False,True,False,False,False,1,False,0.15,0.13,0.12,0.12,240,8,2,3,1,21600,30,21,13823,True,False,True,0.65,0.7,0,2.6,14,0.12,0.12,0.12,0.12,True,True,True,True,/dev/ttyUSB0,20,8586,500,5,5,0,5,1,1,1,1,318354,True,True,True,True,False,False,0.4,0,0,1,True,True,50,200,500,5000,2,3,3.5,0.5,3,1,False,20,181,80,181,134,/mnt/data/ifcbdata,2023-03-12 20:41:45,2023,3,12,20,41,45
60,D20230312T210815_IFCB134.hdr,2.3.0.0,45,32,9,Normal,1739,1743,15.602714579995428,20.472609292744345,1200.877638888889,142.975078125,0.1,55.382087,15.33621162,trigger,/dev/ttyS2,False,False,False,False,75,567,117964,123,781,2.5,70,20,505,6,6,2000,20,1,50,True,True,True,False,False,True,False,False,False,1,False,0.15,0.13,0.12,0.12,240,8,2,3,1,21600,30,21,13823,True,False,True,0.65,0.7,0,2.6,14,0.12,0.12,0.12,0.12,True,True,True,True,/dev/ttyUSB0,20,8586,500,5,5,0,5,1,1,1,1,318354,True,True,True,True,False,False,0.4,0,0,1,True,True,50,200,500,5000,2,3,3.5,0.5,3,1,False,20,182,81,182,134,/mnt/data/ifcbdata,2023-03-12 21:08:15,2023,3,12,21,8,15
61,D20230312T213446_IFCB134.hdr,2.3.0.0,45,32,10,Normal,1488,1484,15.59677576867324,20.472609292744345,1200.9658333333334,121.69643229166668,0.6,55.38208188,15.33621623,trigger,/dev/ttyS2,False,False,False,False,75,567,117964,123,781,2.5,70,20,505,6,6,2000,20,1,50,True,True,True,False,False,True,False,False,False,1,False,0.15,0.13,0.12,0.12,240,8,2,3,1,21600,30,21,13823,True,False,True,0.65,0.7,0,2.6,14,0.12,0.12,0.12,0.12,True,True,True,True,/dev/ttyUSB0,20,8586,500,5,5,0,5,1,1,1,1,318354,True,True,True,True,False,False,0.4,0,0,1,True,True,50,200,500,5000,2,3,3.5,0.5,3,1,False,20,183,82,183,134,/mnt/data/ifcbdata,2023-03-12 21:34:46,2023,3,12,21,34,46
62,D20230312T220116_IFCB134.hdr,2.3.0.0,45,32,11,Normal,1624,1616,15.602714579995428,20.47427252613108,1200.8480555555554,133.26153645833332,0.7,55.39327773,15.31215342,trigger,/dev/ttyS2,False,False,False,False,75,567,117964,123,781,2.5,70,20,505,6,6,2000,20,1,50,True,True,True,False,False,True,False,False,False,1,False,0.15,0.13,0.12,0.12,240,8,2,3,1,21600,30,21,13823,True,False,True,0.65,0.7,0,2.6,14,0.12,0.12,0.12,0.12,True,True,True,True,/dev/ttyUSB0,20,8586,500,5,5,0,5,1,1,1,1,318354,True,True,True,True,False,False,0.4,0,0,1,True,True,50,200,500,5000,2,3,3.5,0.5,3,1,False,20,184,83,184,134,/mnt/data/ifcbdata,2023-03-12 22:01:16,2023,3,12,22,1,16
63,D20230312T222747_IFCB134.hdr,2.3.0.0,45,32,12,Normal,1410,1403,15.59677576867324,20.47427252613108,1200.8709722222222,115.28557291666668,1.0,55.44657672,15.2012533,trigger,/dev/ttyS2,False,False,False,False,75,567,117964,123,781,2.5,70,20,505,6,6,2000,20,1,50,True,True,True,False,False,True,False,False,False,1,False,0.15,0.13,0.12,0.12,240,8,2,3,1,21600,30,21,13823,True,False,True,0.65,0.7,0,2.6,14,0.12,0.12,0.12,0.12,True,True,True,True,/dev/ttyUSB0,20,8586,500,5,5,0,5,1,1,1,1,318354,True,True,True,True,False,False,0.4,0,0,1,True,True,50,200,500,5000,2,3,3.5,0.5,3,1,False,20,185,84,185,134,/mnt/data/ifcbdata,2023-03-12 22:27:47,2023,3,12,22,27,47
