,File,SoftwareVersion,AnalogFirmware,HousekeepingFirmware,sampleNumber,sampleType,triggerCount,roiCount,humidity,temperature,runTime,inhibitTime,ageOfFix,gpsLatitude,gpsLongitude,ADCFileFormat,DAQ_MCCserialPort_DAC_MCConly,auxPower1,autoStart,InteractiveAutoStart,autoShutdown,HumidityAlarmThreshold(%),ValveHumidityHysteresis_DAC_MCConly,FanTemperatureThreshold_DAC_MCConly,FanTemperatureHysteresis_DAC_MCConly,valveDelay,FlashlampControlVoltage,HKTRIGGERtoFlashlampDelayTime_x434ns_DAC_MCConly,FlashlampPulseLength_x434ns_DAC_MCConly,CameraPulseLength_x434ns_DAC_MCConly,cameraGain,binarizeThreshold,minimumBlobArea,blobXgrowAmount,blobYgrowAmount,minimumGapBewtweenAdjacentBlobs,laserState,runningCamera,pump1State,pump2State,stirrer,viewImages,viewRoisOnly,sendTriggerContent,triggerContinuous,continuousTriggerRate,fill3newSheathState,PMTAtriggerThreshold_DAQ_MCConly,PMTBtriggerThreshold_DAQ_MCConly,PMTCtriggerThreshold_DAQ_MCConly,PMTDtriggerThreshold_DAQ_MCConly,ADCdataRateDAQ_MCConly,integratorSettleTime,PMTtriggerSelection_DAQ_MCConly,altPMTtriggerSelection_DAQ_MCConly,ADCPGA_DAQ_MCConly,triggerAckTimeout_x34720ns_DAQ_MCConly,TimeoutForFirstFrame,pulseStretchTime_x2170ns_DAQ_MCConly,maximumPulseLength_x2170ns_DAQ_MCConly,hasCamera,liveEnvironment,flash,PMTAhighVoltage,PMTBhighVoltage,intervalBetweenAlternateHardwareSettings,Alt_FlashlampControlVoltage,pumpDriveVoltage,altPMTAHighVoltage,altPMTBHighVoltage,altPMTATriggerThreshold_DAQ_MCConly,altPMTBTriggerThreshold_DAQ_MCConly,viewTriggers,viewGraphs,viewActivity,viewFPS,KloehnPort,syringeSamplingSpeed,syringeOffset,NumberSyringesToAutoRun,SyringeSampleVolume,altSyringeSampleVolume,sampleVolume2skip,syringeSize,primeVolume,flushVolume,BleachVolume,BiocideVolume,stepsToFullSyringe,debubbleWithSample,RefillAfterDebubble,primeSampleTube,backflushWithSample,runBeads,runSampleFast,BeadsSampleVolume,NumberSyringesBetweenBeadsRun,NumberSyringesBetweenCleaningRun,RunFastFactor,viewSyringe,viewValve,focusMotorSmallStep_ms,focusMotorLargeStep_ms,laserMotorSmallStep_ms,laserMotorLargeStep_ms,debubbleConeVolume,debubbleNeedleVolume,debubbleRefillVolume,debubbleLeftVolume,BleachRinseCount,BleachRinseVolume,BleachToExhaust,SamplingFastSpeed,CounterCleaning,CounterBeads,CounterAlt,imagerID,DataFilePath,rdate,ryear,rmonth,rday,rhour,rmin,rsec
0,D20230311T092911_IFCB134.hdr,2.3.0.0,45,32,1,Normal,526,528,21.49401541161212,17.706652170595873,1200.8479166666666,42.91344618055555,0.5,57.42369532,18.9945685,trigger,/dev/ttyS2,False,False,False,False,75,567,117964,123,781,2.5,70,20,505,6,6,2000,20,1,50,True,True,True,False,False,True,False,False,False,1,False,0.15,0.13,0.12,0.12,240,8,2,3,1,21600,30,21,13823,True,False,True,0.65,0.7,0,2.6,14,0.12,0.12,0.12,0.12,True,True,True,True,/dev/ttyUSB0,20,8586,500,5,5,0,5,1,1,1,1,318354,True,True,True,True,False,False,0.4,0,0,1,True,True,50,200,500,5000,2,3,3.5,0.5,3,1,False,20,105,4,105,134,/mnt/data/ifcbdata,2023-03-11 09:29:11,2023,3,11,9,29,11
1,D20230311T095542_IFCB134.hdr,2.3.0.0,45,32,2,Normal,445,443,20.906073090714894,17.813099107347227,1200.923888888889,36.14358723958333,0.9,57.42361178,18.99451038,trigger,/dev/ttyS2,False,False,False,False,75,567,117964,123,781,2.5,70,20,505,6,6,2000,20,1,50,True,True,True,False,False,True,False,False,False,1,False,0.15,0.13,0.12,0.12,240,8,2,3,1,21600,30,21,13823,True,False,True,0.65,0.7,0,2.6,14,0.12,0.12,0.12,0.12,True,True,True,True,/dev/ttyUSB0,20,8586,500,5,5,0,5,1,1,1,1,318354,True,True,True,True,False,False,0.4,0,0,1,True,True,50,200,500,5000,2,3,3.5,0.5,3,1,False,20,106,5,106,134,/mnt/data/ifcbdata,2023-03-11 09:55:42,2023,3,11,9,55,42
2,D20230311T102212_IFCB134.hdr,2.3.0.0,45,32,3,Normal,446,447,20.163721675440613,17.91954604409858,1200.8779166666666,36.24985677083333,0.4,57.42361207,18.99451953,trigger,/dev/ttyS2,False,False,False,False,75,567,117964,123,781,2.5,70,20,505,6,6,2000,20,1,50,True,True,True,False,False,True,False,False,False,1,False,0.15,0.13,0.12,0.12,240,8,2,3,1,21600,30,21,13823,True,False,True,0.65,0.7,0,2.6,14,0.12,0.12,0.12,0.12,True,True,True,True,/dev/ttyUSB0,20,8586,500,5,5,0,5,1,1,1,1,318354,True,True,True,True,False,False,0.4,0,0,1,True,True,50,200,500,5000,2,3,3.5,0.5,3,1,False,20,107,6,107,134,/mnt/data/ifcbdata,2023-03-11 10:22:12,2023,3,11,10,22,12
3,D20230311T104843_IFCB134.hdr,2.3.0.0,45,32,4,Normal,656,654,19.58171816586557,18.13243991760129,1200.8275,53.59878472222222,0.9,57.41633572,19.01934845,trigger,/dev/ttyS2,False,False,False,False,75,567,117964,123,781,2.5,70,20,505,6,6,2000,20,1,50,True,True,True,False,False,True,False,False,False,1,False,0.15,0.13,0.12,0.12,240,8,2,3,1,21600,30,21,13823,True,False,True,0.65,0.7,0,2.6,14,0.12,0.12,0.12,0.12,True,True,True,True,/dev/ttyUSB0,20,8586,500,5,5,0,5,1,1,1,1,318354,True,True,True,True,False,False,0.4,0,0,1,True,True,50,200,500,5000,2,3,3.5,0.5,3,1,False,20,108,7,108,134,/mnt/data/ifcbdata,2023-03-11 10:48:43,2023,3,11,10,48,43
4,D20230311T111514_IFCB134.hdr,2.3.0.0,45,32,5,Normal,440,437,19.017531090257123,18.345333791104,1200.888333333333,35.84634548611111,0.4,57.3964816,19.15507615,trigger,/dev/ttyS2,False,False,False,False,75,567,117964,123,781,2.5,70,20,505,6,6,2000,20,1,50,True,True,True,False,False,True,False,False,False,1,False,0.15,0.13,0.12,0.12,240,8,2,3,1,21600,30,21,13823,True,False,True,0.65,0.7,0,2.6,14,0.12,0.12,0.12,0.12,True,True,True,True,/dev/ttyUSB0,20,8586,500,5,5,0,5,1,1,1,1,318354,True,True,True,True,False,False,0.4,0,0,1,True,True,50,200,500,5000,2,3,3.5,0.5,3,1,False,20,109,8,109,134,/mnt/data/ifcbdata,2023-03-11 11:15:14,2023,3,11,11,15,14
5,D20230311T114144_IFCB134.hdr,2.3.0.0,45,32,6,Normal,452,451,18.450374608987573,18.55822766460671,1200.9094444444445,36.74931423611111,0.1,57.37992503,19.30130002,trigger,/dev/ttyS2,False,False,False,False,75,567,117964,123,781,2.5,70,20,505,6,6,2000,20,1,50,True,True,True,False,False,True,False,False,False,1,False,0.15,0.13,0.12,0.12,240,8,2,3,1,21600,30,21,13823,True,False,True,0.65,0.7,0,2.6,14,0.12,0.12,0.12,0.12,True,True,True,True,/dev/ttyUSB0,20,8586,500,5,5,0,5,1,1,1,1,318354,True,True,True,True,False,False,0.4,0,0,1,True,True,50,200,500,5000,2,3,3.5,0.5,3,1,False,20,110,9,110,134,/mnt/data/ifcbdata,2023-03-11 11:41:44,2023,3,11,11,41,44
6,D20230311T120815_IFCB134.hdr,2.3.0.0,45,32,7,Normal,526,524,18.073260090028235,18.664674601358065,1200.9369444444444,42.83947048611111,0.1,57.3643527,19.44855097,trigger,/dev/ttyS2,False,False,False,False,75,567,117964,123,781,2.5,70,20,505,6,6,2000,20,1,50,True,True,True,False,False,True,False,False,False,1,False,0.15,0.13,0.12,0.12,240,8,2,3,1,21600,30,21,13823,True,False,True,0.65,0.7,0,2.6,14,0.12,0.12,0.12,0.12,True,True,True,True,/dev/ttyUSB0,20,8586,500,5,5,0,5,1,1,1,1,318354,True,True,True,True,False,False,0.4,0,0,1,True,True,50,200,500,5000,2,3,3.5,0.5,3,1,False,20,111,10,111,134,/mnt/data/ifcbdata,2023-03-11 12:08:15,2023,3,11,12,8,15
7,D20230311T123446_IFCB134.hdr,2.3.0.0,45,32,8,Normal,469,471,17.803044174868404,18.87424200808729,1200.9880555555555,38.8837109375,0.7,57.35041138,19.59650263,trigger,/dev/ttyS2,False,False,False,False,75,567,117964,123,781,2.5,70,20,505,6,6,2000,20,1,50,True,True,True,False,False,True,False,False,False,1,False,0.15,0.13,0.12,0.12,240,8,2,3,1,21600,30,21,13823,True,False,True,0.65,0.7,0,2.6,14,0.12,0.12,0.12,0.12,True,True,True,True,/dev/ttyUSB0,20,8586,500,5,5,0,5,1,1,1,1,318354,True,True,True,True,False,False,0.4,0,0,1,True,True,50,200,500,5000,2,3,3.5,0.5,3,1,False,20,112,11,112,134,/mnt/data/ifcbdata,2023-03-11 12:34:46,2023,3,11,12,34,46
8,D20230311T130117_IFCB134.hdr,2.3.0.0,45,32,9,Normal,543,545,17.500164797436483,18.98235217822539,1200.8422222222223,44.34342881944445,1.0,57.3393117,19.74375073,trigger,/dev/ttyS2,False,False,False,False,75,567,117964,123,781,2.5,70,20,505,6,6,2000,20,1,50,True,True,True,False,False,True,False,False,False,1,False,0.15,0.13,0.12,0.12,240,8,2,3,1,21600,30,21,13823,True,False,True,0.65,0.7,0,2.6,14,0.12,0.12,0.12,0.12,True,True,True,True,/dev/ttyUSB0,20,8586,500,5,5,0,5,1,1,1,1,318354,True,True,True,True,False,False,0.4,0,0,1,True,True,50,200,500,5000,2,3,3.5,0.5,3,1,False,20,113,12,113,134,/mnt/data/ifcbdata,2023-03-11 13:01:17,2023,3,11,13,1,17
9,D20230311T132747_IFCB134.hdr,2.3.0.0,45,32,10,Normal,367,364,17.304184023804076,18.984015411612127,1200.848888888889,29.785316840277776,0.4,57.3279347,19.89190192,trigger,/dev/ttyS2,False,False,False,False,75,567,117964,123,781,2.5,70,20,505,6,6,2000,20,1,50,True,True,True,False,False,True,False,False,False,1,False,0.15,0.13,0.12,0.12,240,8,2,3,1,21600,30,21,13823,True,False,True,0.65,0.7,0,2.6,14,0.12,0.12,0.12,0.12,True,True,True,True,/dev/ttyUSB0,20,8586,500,5,5,0,5,1,1,1,1,318354,True,True,True,True,False,False,0.4,0,0,1,True,True,50,200,500,5000,2,3,3.5,0.5,3,1,False,20,114,13,114,134,/mnt/data/ifcbdata,2023-03-11 13:27:47,2023,3,11,13,27,47
10,D20230311T135416_IFCB134.hdr,2.3.0.0,45,32,11,Normal,416,414,17.105233844510572,19.09046234836348,1200.9711111111112,34.58590928819444,0.1,57.31663317,20.03941107,trigger,/dev/ttyS2,False,False,False,False,75,567,117964,123,781,2.5,70,20,505,6,6,2000,20,1,50,True,True,True,False,False,True,False,False,False,1,False,0.15,0.13,0.12,0.12,240,8,2,3,1,21600,30,21,13823,True,False,True,0.65,0.7,0,2.6,14,0.12,0.12,0.12,0.12,True,True,True,True,/dev/ttyUSB0,20,8586,500,5,5,0,5,1,1,1,1,318354,True,True,True,True,False,False,0.4,0,0,1,True,True,50,200,500,5000,2,3,3.5,0.5,3,1,False,20,115,14,115,134,/mnt/data/ifcbdata,2023-03-11 13:54:16,2023,3,11,13,54,16
11,D20230311T142046_IFCB134.hdr,2.3.0.0,45,32,12,Normal,376,374,16.91519188220036,19.196909285114835,1200.902361111111,30.57579861111111,0.9,57.31655947,20.07355678,trigger,/dev/ttyS2,False,False,False,False,75,567,117964,123,781,2.5,70,20,505,6,6,2000,20,1,50,True,True,True,False,False,True,False,False,False,1,False,0.15,0.13,0.12,0.12,240,8,2,3,1,21600,30,21,13823,True,False,True,0.65,0.7,0,2.6,14,0.12,0.12,0.12,0.12,True,True,True,True,/dev/ttyUSB0,20,8586,500,5,5,0,5,1,1,1,1,318354,True,True,True,True,False,False,0.4,0,0,1,True,True,50,200,500,5000,2,3,3.5,0.5,3,1,False,20,116,15,116,134,/mnt/data/ifcbdata,2023-03-11 14:20:46,2023,3,11,14,20,46
12,D20230311T144718_IFCB134.hdr,2.3.0.0,45,32,13,Normal,363,361,16.739996948195625,19.21520485236897,1201.0095833333332,29.454973958333333,0.1,57.31655928,20.07357792,trigger,/dev/ttyS2,False,False,False,False,75,567,117964,123,781,2.5,70,20,505,6,6,2000,20,1,50,True,True,True,False,False,True,False,False,False,1,False,0.15,0.13,0.12,0.12,240,8,2,3,1,21600,30,21,13823,True,False,True,0.65,0.7,0,2.6,14,0.12,0.12,0.12,0.12,True,True,True,True,/dev/ttyUSB0,20,8586,500,5,5,0,5,1,1,1,1,318354,True,True,True,True,False,False,0.4,0,0,1,True,True,50,200,500,5000,2,3,3.5,0.5,3,1,False,20,117,16,117,134,/mnt/data/ifcbdata,2023-03-11 14:47:18,2023,3,11,14,47,18
13,D20230311T151348_IFCB134.hdr,2.3.0.0,45,32,14,Normal,362,360,16.55589379720761,19.30335622186619,1200.9318055555557,29.37494574652778,0.8,57.31657305,20.07354345,trigger,/dev/ttyS2,False,False,False,False,75,567,117964,123,781,2.5,70,20,505,6,6,2000,20,1,50,True,True,True,False,False,True,False,False,False,1,False,0.15,0.13,0.12,0.12,240,8,2,3,1,21600,30,21,13823,True,False,True,0.65,0.7,0,2.6,14,0.12,0.12,0.12,0.12,True,True,True,True,/dev/ttyUSB0,20,8586,500,5,5,0,5,1,1,1,1,318354,True,True,True,True,False,False,0.4,0,0,1,True,True,50,200,500,5000,2,3,3.5,0.5,3,1,False,20,118,17,118,134,/mnt/data/ifcbdata,2023-03-11 15:13:48,2023,3,11,15,13,48
14,D20230311T154019_IFCB134.hdr,2.3.0.0,45,32,15,Normal,387,384,16.359913023575196,19.409803158617542,1200.8479166666666,31.44052734375,0.3,57.30066073,20.06040458,trigger,/dev/ttyS2,False,False,False,False,75,567,117964,123,781,2.5,70,20,505,6,6,2000,20,1,50,True,True,True,False,False,True,False,False,False,1,False,0.15,0.13,0.12,0.12,240,8,2,3,1,21600,30,21,13823,True,False,True,0.65,0.7,0,2.6,14,0.12,0.12,0.12,0.12,True,True,True,True,/dev/ttyUSB0,20,8586,500,5,5,0,5,1,1,1,1,318354,True,True,True,True,False,False,0.4,0,0,1,True,True,50,200,500,5000,2,3,3.5,0.5,3,1,False,20,119,18,119,134,/mnt/data/ifcbdata,2023-03-11 15:40:19,2023,3,11,15,40,19
15,D20230311T160649_IFCB134.hdr,2.3.0.0,45,32,16,Normal,353,353,16.345065995269714,19.409803158617542,1200.9315277777778,28.666360677083333,0.4,57.22327503,20.00987047,trigger,/dev/ttyS2,False,False,False,False,75,567,117964,123,781,2.5,70,20,505,6,6,2000,20,1,50,True,True,True,False,False,True,False,False,False,1,False,0.15,0.13,0.12,0.12,240,8,2,3,1,21600,30,21,13823,True,False,True,0.65,0.7,0,2.6,14,0.12,0.12,0.12,0.12,True,True,True,True,/dev/ttyUSB0,20,8586,500,5,5,0,5,1,1,1,1,318354,True,True,True,True,False,False,0.4,0,0,1,True,True,50,200,500,5000,2,3,3.5,0.5,3,1,False,20,120,19,120,134,/mnt/data/ifcbdata,2023-03-11 16:06:49,2023,3,11,16,6,49
16,D20230311T163320_IFCB134.hdr,2.3.0.0,45,32,17,Normal,416,414,16.172840466926075,19.516250095368896,1200.975,33.77488715277778,1.2,57.14585262,19.95946522,trigger,/dev/ttyS2,False,False,False,False,75,567,117964,123,781,2.5,70,20,505,6,6,2000,20,1,50,True,True,True,False,False,True,False,False,False,1,False,0.15,0.13,0.12,0.12,240,8,2,3,1,21600,30,21,13823,True,False,True,0.65,0.7,0,2.6,14,0.12,0.12,0.12,0.12,True,True,True,True,/dev/ttyUSB0,20,8586,500,5,5,0,5,1,1,1,1,318354,True,True,True,True,False,False,0.4,0,0,1,True,True,50,200,500,5000,2,3,3.5,0.5,3,1,False,20,121,20,121,134,/mnt/data/ifcbdata,2023-03-11 16:33:20,2023,3,11,16,33,20
17,D20230311T165951_IFCB134.hdr,2.3.0.0,45,32,18,Normal,364,361,16.169871061264978,19.516250095368896,1200.9779166666667,29.53788411458333,0.4,57.06971903,19.91108395,trigger,/dev/ttyS2,False,False,False,False,75,567,117964,123,781,2.5,70,20,505,6,6,2000,20,1,50,True,True,True,False,False,True,False,False,False,1,False,0.15,0.13,0.12,0.12,240,8,2,3,1,21600,30,21,13823,True,False,True,0.65,0.7,0,2.6,14,0.12,0.12,0.12,0.12,True,True,True,True,/dev/ttyUSB0,20,8586,500,5,5,0,5,1,1,1,1,318354,True,True,True,True,False,False,0.4,0,0,1,True,True,50,200,500,5000,2,3,3.5,0.5,3,1,False,20,122,21,122,134,/mnt/data/ifcbdata,2023-03-11 16:59:51,2023,3,11,16,59,51
18,D20230311T172622_IFCB134.hdr,2.3.0.0,45,32,19,Normal,439,436,16.169871061264978,19.51791332875564,1200.8583333333331,35.69254123263889,0.9,56.99291965,19.86039448,trigger,/dev/ttyS2,False,False,False,False,75,567,117964,123,781,2.5,70,20,505,6,6,2000,20,1,50,True,True,True,False,False,True,False,False,False,1,False,0.15,0.13,0.12,0.12,240,8,2,3,1,21600,30,21,13823,True,False,True,0.65,0.7,0,2.6,14,0.12,0.12,0.12,0.12,True,True,True,True,/dev/ttyUSB0,20,8586,500,5,5,0,5,1,1,1,1,318354,True,True,True,True,False,False,0.4,0,0,1,True,True,50,200,500,5000,2,3,3.5,0.5,3,1,False,20,123,22,123,134,/mnt/data/ifcbdata,2023-03-11 17:26:22,2023,3,11,17,26,22
19,D20230311T175252_IFCB134.hdr,2.3.0.0,45,32,20,Normal,446,435,15.979829098954768,19.62269703212025,1200.9666666666667,36.25668836805556,0.4,56.91795588,19.8056955,trigger,/dev/ttyS2,False,False,False,False,75,567,117964,123,781,2.5,70,20,505,6,6,2000,20,1,50,True,True,True,False,False,True,False,False,False,1,False,0.15,0.13,0.12,0.12,240,8,2,3,1,21600,30,21,13823,True,False,True,0.65,0.7,0,2.6,14,0.12,0.12,0.12,0.12,True,True,True,True,/dev/ttyUSB0,20,8586,500,5,5,0,5,1,1,1,1,318354,True,True,True,True,False,False,0.4,0,0,1,True,True,50,200,500,5000,2,3,3.5,0.5,3,1,False,20,124,23,124,134,/mnt/data/ifcbdata,2023-03-11 17:52:52,2023,3,11,17,52,52
20,D20230311T181922_IFCB134.hdr,2.3.0.0,45,32,21,Normal,369,363,15.982798504615856,19.62269703212025,1200.8490277777778,30.704559461805555,1.1,56.842166,19.74827015,trigger,/dev/ttyS2,False,False,False,False,75,567,117964,123,781,2.5,70,20,505,6,6,2000,20,1,50,True,True,True,False,False,True,False,False,False,1,False,0.15,0.13,0.12,0.12,240,8,2,3,1,21600,30,21,13823,True,False,True,0.65,0.7,0,2.6,14,0.12,0.12,0.12,0.12,True,True,True,True,/dev/ttyUSB0,20,8586,500,5,5,0,5,1,1,1,1,318354,True,True,True,True,False,False,0.4,0,0,1,True,True,50,200,500,5000,2,3,3.5,0.5,3,1,False,20,125,24,125,134,/mnt/data/ifcbdata,2023-03-11 18:19:22,2023,3,11,18,19,22
21,D20230311T184553_IFCB134.hdr,2.3.0.0,45,32,22,Normal,387,386,15.979829098954768,19.727480735484868,1200.85,31.492471788194443,0.1,56.7653684,19.69129648,trigger,/dev/ttyS2,False,False,False,False,75,567,117964,123,781,2.5,70,20,505,6,6,2000,20,1,50,True,True,True,False,False,True,False,False,False,1,False,0.15,0.13,0.12,0.12,240,8,2,3,1,21600,30,21,13823,True,False,True,0.65,0.7,0,2.6,14,0.12,0.12,0.12,0.12,True,True,True,True,/dev/ttyUSB0,20,8586,500,5,5,0,5,1,1,1,1,318354,True,True,True,True,False,False,0.4,0,0,1,True,True,50,200,500,5000,2,3,3.5,0.5,3,1,False,20,126,25,126,134,/mnt/data/ifcbdata,2023-03-11 18:45:53,2023,3,11,18,45,53
22,D20230311T191223_IFCB134.hdr,2.3.0.0,45,32,23,Normal,405,401,15.964982070649285,19.729143968871604,1200.86,32.91598307291667,0.9,56.68876452,19.63433013,trigger,/dev/ttyS2,False,False,False,False,75,567,117964,123,781,2.5,70,20,505,6,6,2000,20,1,50,True,True,True,False,False,True,False,False,False,1,False,0.15,0.13,0.12,0.12,240,8,2,3,1,21600,30,21,13823,True,False,True,0.65,0.7,0,2.6,14,0.12,0.12,0.12,0.12,True,True,True,True,/dev/ttyUSB0,20,8586,500,5,5,0,5,1,1,1,1,318354,True,True,True,True,False,False,0.4,0,0,1,True,True,50,200,500,5000,2,3,3.5,0.5,3,1,False,20,127,26,127,134,/mnt/data/ifcbdata,2023-03-11 19:12:23,2023,3,11,19,12,23
23,D20230311T193855_IFCB134.hdr,2.3.0.0,45,32,24,Normal,379,379,15.792756542305646,19.75575570305944,1200.9625,30.773936631944444,0.1,56.63351717,19.58599075,trigger,/dev/ttyS2,False,False,False,False,75,567,117964,123,781,2.5,70,20,505,6,6,2000,20,1,50,True,True,True,False,False,True,False,False,False,1,False,0.15,0.13,0.12,0.12,240,8,2,3,1,21600,30,21,13823,True,False,True,0.65,0.7,0,2.6,14,0.12,0.12,0.12,0.12,True,True,True,True,/dev/ttyUSB0,20,8586,500,5,5,0,5,1,1,1,1,318354,True,True,True,True,False,False,0.4,0,0,1,True,True,50,200,500,5000,2,3,3.5,0.5,3,1,False,20,128,27,128,134,/mnt/data/ifcbdata,2023-03-11 19:38:55,2023,3,11,19,38,55
24,D20230311T200527_IFCB134.hdr,2.3.0.0,45,32,25,Normal,346,343,15.789787136644549,19.83392767223622,1200.887638888889,28.077443576388887,0.6,56.6336367,19.58490595,trigger,/dev/ttyS2,False,False,False,False,75,567,117964,123,781,2.5,70,20,505,6,6,2000,20,1,50,True,True,True,False,False,True,False,False,False,1,False,0.15,0.13,0.12,0.12,240,8,2,3,1,21600,30,21,13823,True,False,True,0.65,0.7,0,2.6,14,0.12,0.12,0.12,0.12,True,True,True,True,/dev/ttyUSB0,20,8586,500,5,5,0,5,1,1,1,1,318354,True,True,True,True,False,False,0.4,0,0,1,True,True,50,200,500,5000,2,3,3.5,0.5,3,1,False,20,129,28,129,134,/mnt/data/ifcbdata,2023-03-11 20:05:27,2023,3,11,20,5,27
25,D20230311T203157_IFCB134.hdr,2.3.0.0,45,32,26,Normal,379,377,15.792756542305646,19.83392767223622,1200.936527777778,30.795985243055554,1.0,56.63363978,19.58492715,trigger,/dev/ttyS2,False,False,False,False,75,567,117964,123,781,2.5,70,20,505,6,6,2000,20,1,50,True,True,True,False,False,True,False,False,False,1,False,0.15,0.13,0.12,0.12,240,8,2,3,1,21600,30,21,13823,True,False,True,0.65,0.7,0,2.6,14,0.12,0.12,0.12,0.12,True,True,True,True,/dev/ttyUSB0,20,8586,500,5,5,0,5,1,1,1,1,318354,True,True,True,True,False,False,0.4,0,0,1,True,True,50,200,500,5000,2,3,3.5,0.5,3,1,False,20,130,29,130,134,/mnt/data/ifcbdata,2023-03-11 20:31:57,2023,3,11,20,31,57
26,D20230311T205829_IFCB134.hdr,2.3.0.0,45,32,27,Normal,433,429,15.789787136644549,19.83559090562296,1200.8956944444444,35.21745008680556,1.2,56.63295827,19.58385647,trigger,/dev/ttyS2,False,False,False,False,75,567,117964,123,781,2.5,70,20,505,6,6,2000,20,1,50,True,True,True,False,False,True,False,False,False,1,False,0.15,0.13,0.12,0.12,240,8,2,3,1,21600,30,21,13823,True,False,True,0.65,0.7,0,2.6,14,0.12,0.12,0.12,0.12,True,True,True,True,/dev/ttyUSB0,20,8586,500,5,5,0,5,1,1,1,1,318354,True,True,True,True,False,False,0.4,0,0,1,True,True,50,200,500,5000,2,3,3.5,0.5,3,1,False,20,131,30,131,134,/mnt/data/ifcbdata,2023-03-11 20:58:29,2023,3,11,20,58,29
27,D20230311T212501_IFCB134.hdr,2.3.0.0,45,32,28,Normal,542,543,15.78681773098345,19.83559090562296,1201.3413888888888,44.103420138888886,1.0,56.56617435,19.51344392,trigger,/dev/ttyS2,False,False,False,False,75,567,117964,123,781,2.5,70,20,505,6,6,2000,20,1,50,True,True,True,False,False,True,False,False,False,1,False,0.15,0.13,0.12,0.12,240,8,2,3,1,21600,30,21,13823,True,False,True,0.65,0.7,0,2.6,14,0.12,0.12,0.12,0.12,True,True,True,True,/dev/ttyUSB0,20,8586,500,5,5,0,5,1,1,1,1,318354,True,True,True,True,False,False,0.4,0,0,1,True,True,50,200,500,5000,2,3,3.5,0.5,3,1,False,20,132,31,132,134,/mnt/data/ifcbdata,2023-03-11 21:25:01,2023,3,11,21,25,1
28,D20230311T215134_IFCB134.hdr,2.3.0.0,45,32,29,Normal,480,477,15.78681773098345,19.83559090562296,1200.8825,39.578723958333335,0.2,56.49328855,19.4348349,trigger,/dev/ttyS2,False,False,False,False,75,567,117964,123,781,2.5,70,20,505,6,6,2000,20,1,50,True,True,True,False,False,True,False,False,False,1,False,0.15,0.13,0.12,0.12,240,8,2,3,1,21600,30,21,13823,True,False,True,0.65,0.7,0,2.6,14,0.12,0.12,0.12,0.12,True,True,True,True,/dev/ttyUSB0,20,8586,500,5,5,0,5,1,1,1,1,318354,True,True,True,True,False,False,0.4,0,0,1,True,True,50,200,500,5000,2,3,3.5,0.5,3,1,False,20,133,32,133,134,/mnt/data/ifcbdata,2023-03-11 21:51:34,2023,3,11,21,51,34
29,D20230311T221805_IFCB134.hdr,2.3.0.0,45,32,30,Normal,398,395,15.712582589456026,19.843907072556654,1200.831111111111,32.322176649305554,0.9,56.4232377,19.35618883,trigger,/dev/ttyS2,False,False,False,False,75,567,117964,123,781,2.5,70,20,505,6,6,2000,20,1,50,True,True,True,False,False,True,False,False,False,1,False,0.15,0.13,0.12,0.12,240,8,2,3,1,21600,30,21,13823,True,False,True,0.65,0.7,0,2.6,14,0.12,0.12,0.12,0.12,True,True,True,True,/dev/ttyUSB0,20,8586,500,5,5,0,5,1,1,1,1,318354,True,True,True,True,False,False,0.4,0,0,1,True,True,50,200,500,5000,2,3,3.5,0.5,3,1,False,20,134,33,134,134,/mnt/data/ifcbdata,2023-03-11 22:18:05,2023,3,11,22,18,5
30,D20230311T224436_IFCB134.hdr,2.3.0.0,45,32,31,Normal,426,424,15.611622796978727,19.94037460898757,1200.8480555555554,34.60092881944445,0.2,56.35401072,19.27698647,trigger,/dev/ttyS2,False,False,False,False,75,567,117964,123,781,2.5,70,20,505,6,6,2000,20,1,50,True,True,True,False,False,True,False,False,False,1,False,0.15,0.13,0.12,0.12,240,8,2,3,1,21600,30,21,13823,True,False,True,0.65,0.7,0,2.6,14,0.12,0.12,0.12,0.12,True,True,True,True,/dev/ttyUSB0,20,8586,500,5,5,0,5,1,1,1,1,318354,True,True,True,True,False,False,0.4,0,0,1,True,True,50,200,500,5000,2,3,3.5,0.5,3,1,False,20,135,34,135,134,/mnt/data/ifcbdata,2023-03-11 22:44:36,2023,3,11,22,44,36
31,D20230311T231106_IFCB134.hdr,2.3.0.0,45,32,32,Normal,418,414,15.623500419623111,19.94037460898757,1200.8858333333333,33.93695095486111,0.6,56.28525118,19.1962529,trigger,/dev/ttyS2,False,False,False,False,75,567,117964,123,781,2.5,70,20,505,6,6,2000,20,1,50,True,True,True,False,False,True,False,False,False,1,False,0.15,0.13,0.12,0.12,240,8,2,3,1,21600,30,21,13823,True,False,True,0.65,0.7,0,2.6,14,0.12,0.12,0.12,0.12,True,True,True,True,/dev/ttyUSB0,20,8586,500,5,5,0,5,1,1,1,1,318354,True,True,True,True,False,False,0.4,0,0,1,True,True,50,200,500,5000,2,3,3.5,0.5,3,1,False,20,136,35,136,134,/mnt/data/ifcbdata,2023-03-11 23:11:06,2023,3,11,23,11,6
